show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,min_duration,seasons,content_age,content_segment,audience_segment,release_lag,movie_id,metadata,era,genre_count,cast_count
s708,Movie,Cars Toon: Hiccups,Jeremy Lasky,"Keith Ferguson, Larry the Cable Guy , Michael Wallis, Tony Shalhoub, Lloyd Sherr, Bonnie Hunt",United States,2019-11-12,2013,TV-G,3 min,"Animation, Comedy, Family",Lighting McQueen gets the hiccups.,2019,11,3,,8,Recent,Family,6,708,"Animation, Comedy, Family Jeremy Lasky Keith Ferguson, Larry the Cable Guy , Michael Wallis, Tony Shalhoub, Lloyd Sherr, Bonnie Hunt United States Lighting McQueen gets the hiccups.",Recent,3,6
s709,Movie,Cars Toon: Mater Private Eye,Rob Gibbs,"Larry the Cable Guy , Keith Ferguson",United States,2019-11-12,2010,TV-Y7,6 min,"Animation, Comedy, Family",Mater searches for clues on a major crime scene.,2019,11,6,,11,Legacy,Kids,9,709,"Animation, Comedy, Family Rob Gibbs Larry the Cable Guy , Keith Ferguson United States Mater searches for clues on a major crime scene.",Recent,3,2
s710,Movie,Cars Toon: Mater the Greater,John Lasseter,"Larry the Cable Guy , Keith Ferguson",United States,2019-11-12,2008,TV-Y7,5 min,"Animation, Comedy, Family",Mater the Greater is a famous daredevil.,2019,11,5,,13,Legacy,Kids,11,710,"Animation, Comedy, Family John Lasseter Larry the Cable Guy , Keith Ferguson United States Mater the Greater is a famous daredevil.",Modern,3,2
s711,Movie,Cars Toon: Monster Truck Mater,John Lasseter,"Larry the Cable Guy , Keith Ferguson",United States,2019-11-12,2010,TV-Y7,6 min,"Animation, Comedy, Family",Mater is a monster truck wrestler.,2019,11,6,,11,Legacy,Kids,9,711,"Animation, Comedy, Family John Lasseter Larry the Cable Guy , Keith Ferguson United States Mater is a monster truck wrestler.",Recent,3,2
s712,Movie,Cars Toon: The Radiator Springs 500 1/2,"Rob Gibbs, Scott Morse","Owen Wilson, Larry the Cable Guy , Steve Purcell, Jess Harnell, John Cygan,  Danny  Mann",United States,2019-11-12,2014,TV-Y7,6 min,"Animation, Comedy, Family",Baja racers descend on Radiator Springs.,2019,11,6,,7,Recent,Kids,5,712,"Animation, Comedy, Family Rob Gibbs, Scott Morse Owen Wilson, Larry the Cable Guy , Steve Purcell, Jess Harnell, John Cygan,  Danny  Mann United States Baja racers descend on Radiator Springs.",Recent,3,6
s713,Movie,Casebusters,Wes Craven,"Pat Hingle, Noah Hathaway, Virginya Keehne, Gary Riley, Ebbe Smith, Sharon Barr",United States,2019-11-12,1986,TV-PG,46 min,"Drama, Family, Mystery",Sibling sleuths investigate a crime that threatens their family business.,2019,11,46,,35,Legacy,Teen,33,713,"Drama, Family, Mystery Wes Craven Pat Hingle, Noah Hathaway, Virginya Keehne, Gary Riley, Ebbe Smith, Sharon Barr United States Sibling sleuths investigate a crime that threatens their family business.",Classic,3,6
s714,Movie,Cheetah,Jeff Blyth,"Keith Coogan, Lucy Deakins, Timothy Landfield, Breon Gorman, Collin Mothupi, Ka Vundla",United States,2019-11-12,1989,G,84 min,"Action-Adventure, Animals & Nature, Family",American teens traverse the African desert to rescue their adopted cheetah.,2019,11,84,,32,Legacy,Kids,30,714,"Action-Adventure, Animals & Nature, Family Jeff Blyth Keith Coogan, Lucy Deakins, Timothy Landfield, Breon Gorman, Collin Mothupi, Ka Vundla United States American teens traverse the African desert to rescue their adopted cheetah.",Classic,3,6
s715,Movie,Chef Donald,Jack King,,United States,2019-11-12,1941,TV-G,8 min,"Animation, Comedy, Family",Donald is inspired by a radio program to make waffles. See details for advisory.,2019,11,8,,80,Legacy,Family,78,715,"Animation, Comedy, Family Jack King  United States Donald is inspired by a radio program to make waffles. See details for advisory.",Classic,3,1
s716,Movie,Chicken Little,Mark Dindal,"Zach Braff, Garry Marshall, Don Knotts, Patrick Stewart, Amy Sedaris, Steve Zahn",United States,2019-11-12,2005,G,84 min,"Animation, Comedy, Disaster","When disaster strikes, Chicken Little hatches a plan to save the day.",2019,11,84,,16,Legacy,Kids,14,716,"Animation, Comedy, Disaster Mark Dindal Zach Braff, Garry Marshall, Don Knotts, Patrick Stewart, Amy Sedaris, Steve Zahn United States When disaster strikes, Chicken Little hatches a plan to save the day.",Modern,3,6
s717,TV Show,Chip 'n Dale's Rescue Rangers,,"Corey Burton, Peter Cullen, Jim Cummings, Tress MacNeille","United States, Taiwan, South Korea, China, Japan, United Kingdom",2019-11-12,1989,TV-G,1 Season,"Action-Adventure, Animation, Comedy",Chip and Dale head a small group of animal characters who monitor the human and animal communities.,2019,11,,,32,Legacy,Family,30,717,"Action-Adventure, Animation, Comedy  Corey Burton, Peter Cullen, Jim Cummings, Tress MacNeille United States, Taiwan, South Korea, China, Japan, United Kingdom Chip and Dale head a small group of animal characters who monitor the human and animal communities.",Classic,3,4
s718,Movie,Chip an' Dale,Jack Hannah,,United States,2019-11-12,1947,TV-G,7 min,"Animation, Comedy, Family",Chip and Dale have to save their home from Donald Duck. See details for advisory.,2019,11,7,,74,Legacy,Family,72,718,"Animation, Comedy, Family Jack Hannah  United States Chip and Dale have to save their home from Donald Duck. See details for advisory.",Classic,3,1
s719,Movie,Cinderella,"Wilfred Jackson, Hamilton Luske, Clyde Geronimi","Ilene Woods, Eleanor Audley, Verna Felton, Rhoda Williams, James MacDonald, Luis Van Rooten",United States,2019-11-12,1950,G,77 min,"Animation, Family, Fantasy",Cinderella's enchanted evening must end when a spell is broken at midnight.,2019,11,77,,71,Legacy,Kids,69,719,"Animation, Family, Fantasy Wilfred Jackson, Hamilton Luske, Clyde Geronimi Ilene Woods, Eleanor Audley, Verna Felton, Rhoda Williams, James MacDonald, Luis Van Rooten United States Cinderella's enchanted evening must end when a spell is broken at midnight.",Classic,3,6
s720,Movie,Cinderella II: Dreams Come True,John Kafka,"Jennifer Hale, Rob Paulsen, Corey Burton, Andre Stojka, Russi Taylor, Susanne Blakeslee",United States,2019-11-12,2002,G,77 min,"Animation, Fantasy, Kids","Three royal tales, featuring Cinderella and her life in the palace.",2019,11,77,,19,Legacy,Kids,17,720,"Animation, Fantasy, Kids John Kafka Jennifer Hale, Rob Paulsen, Corey Burton, Andre Stojka, Russi Taylor, Susanne Blakeslee United States Three royal tales, featuring Cinderella and her life in the palace.",Modern,3,6
s721,Movie,Cinderella III: A Twist in Time,Frank Nissen,"Jennifer Hale, C.D. Barnes, Susanne Blakeslee, Tress MacNeille, Russi Taylor, Andre Stojka",United States,2019-11-12,2007,G,79 min,"Animation, Fantasy, Kids",Cinderella's stepmother steals a magic wand and turns back time.,2019,11,79,,14,Legacy,Kids,12,721,"Animation, Fantasy, Kids Frank Nissen Jennifer Hale, C.D. Barnes, Susanne Blakeslee, Tress MacNeille, Russi Taylor, Andre Stojka United States Cinderella's stepmother steals a magic wand and turns back time.",Modern,3,6
s722,Movie,Clock Cleaners,Ben Sharpsteen,,United States,2019-11-12,1937,TV-G,9 min,"Animation, Comedy, Family","Mickey, Donald and Goofy are trying to clean the clock of a tower. See details for advisory.",2019,11,9,,84,Legacy,Family,82,722,"Animation, Comedy, Family Ben Sharpsteen  United States Mickey, Donald and Goofy are trying to clean the clock of a tower. See details for advisory.",Classic,3,1
s723,Movie,Cloud 9,Paul Hoen,"Luke Benward, Dove Cameron, Mike Manning, Kiersey Clemons, Amy Farrington, Patrick Fabian",United States,2019-11-12,2014,TV-G,89 min,Sports,Two unlikely friends must overcome self-doubt to achieve their dreams.,2019,11,89,,7,Recent,Family,5,723,"Sports Paul Hoen Luke Benward, Dove Cameron, Mike Manning, Kiersey Clemons, Amy Farrington, Patrick Fabian United States Two unlikely friends must overcome self-doubt to achieve their dreams.",Recent,1,6
s724,Movie,College Road Trip,Roger Kumble,"Martin Lawrence, Raven-Symoné , Donny Osmond, Brenda Song, Will Sasso, Eshaya Draper",United States,2019-11-12,2008,G,84 min,"Comedy, Coming of Age, Family",An overprotective dad joins his daughter in search of the perfect college.,2019,11,84,,13,Legacy,Kids,11,724,"Comedy, Coming of Age, Family Roger Kumble Martin Lawrence, Raven-Symoné , Donny Osmond, Brenda Song, Will Sasso, Eshaya Draper United States An overprotective dad joins his daughter in search of the perfect college.",Modern,3,6
s725,Movie,Confessions of a Teenage Drama Queen,Sara Sugarman,"Lindsay Lohan, Adam Garcia, Glenne Headly, Alison Pill, Eli Marienthal, Megan Fox","Germany, United States",2019-11-12,2004,PG,91 min,"Comedy, Coming of Age",A dramatic teen moves…and finds her new school already has a drama queen.,2019,11,91,,17,Legacy,Family,15,725,"Comedy, Coming of Age Sara Sugarman Lindsay Lohan, Adam Garcia, Glenne Headly, Alison Pill, Eli Marienthal, Megan Fox Germany, United States A dramatic teen moves…and finds her new school already has a drama queen.",Modern,2,6
s726,TV Show,Coop & Cami Ask The World (Shorts),,,,2019-11-12,2018,TV-G,1 Season,"Comedy, Family, Game Show / Competition","Cooper and Cami Wrather co-host ""Would You Wrather.""",2019,11,,,3,Recent,Family,1,726,"Comedy, Family, Game Show / Competition    Cooper and Cami Wrather co-host ""Would You Wrather.""",Recent,3,1
s727,Movie,Corn Chips,Jack Hannah,,United States,2019-11-12,1951,TV-G,7 min,"Animation, Comedy, Family","Donald tricks Chip 'n Dale into shoveling snow, but the tables turn. See details for advisory.",2019,11,7,,70,Legacy,Family,68,727,"Animation, Comedy, Family Jack Hannah  United States Donald tricks Chip 'n Dale into shoveling snow, but the tables turn. See details for advisory.",Classic,3,1
s728,Movie,Cow Belles,Francine McDougall,"Amanda Michalka, Alyson Michalka, Sheila McCarthy, Michael Trevino, Christian Serratos, Ron Gabriel",United States,2019-11-12,2006,TV-G,91 min,"Comedy, Coming of Age",Two ultra-spoiled sisters are put to work in their father's dairy.,2019,11,91,,15,Legacy,Family,13,728,"Comedy, Coming of Age Francine McDougall Amanda Michalka, Alyson Michalka, Sheila McCarthy, Michael Trevino, Christian Serratos, Ron Gabriel United States Two ultra-spoiled sisters are put to work in their father's dairy.",Modern,2,6
s729,TV Show,Crash & Bernstein,,"Cole Jensen, Tim Lagasse, Landry Bender, Oana Gregory, Aaron Landon",United States,2019-11-12,2012,TV-Y7,2 Seasons,"Comedy, Fantasy, Kids","The only boy in a family, Wyatt creates a puppet brother.",2019,11,,2 Seasons,9,Recent,Kids,7,729,"Comedy, Fantasy, Kids  Cole Jensen, Tim Lagasse, Landry Bender, Oana Gregory, Aaron Landon United States The only boy in a family, Wyatt creates a puppet brother.",Recent,3,5
s730,Movie,Dadnapped,Paul Hoen,"Emily Osment, David Henrie, Jason Earles, Jonathan Keltz, Moises Arias, Denzel Whitaker",United States,2019-11-12,2009,TV-G,85 min,"Comedy, Mystery",Melissa Morris is due for adventure when her novelist father goes missing.,2019,11,85,,12,Legacy,Family,10,730,"Comedy, Mystery Paul Hoen Emily Osment, David Henrie, Jason Earles, Jonathan Keltz, Moises Arias, Denzel Whitaker United States Melissa Morris is due for adventure when her novelist father goes missing.",Modern,2,6
